isolateID,ST,ST:colour,Geography,Geography:colour,Source,Source:colour,Human,Human:colour,Food,Food:colour,Animal,Animal:colour,ESBL_AmpC,ESBL_AmpC:color,Fosfomycin_gene,Fosfomycin_gene:colour,tet_gene,tet_gene:colour,Trimethoprim_gene,Trimethoprim_gene:colour,Kanamycin_gene,Kanamycin_gene:colour,Macrolide_gene,Macrolide_gene:colour
2112072,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-126-1-1-156,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN23099024,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN10666922,ST32,#FF7F0E,Europe,#A1D9A4,human,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
1711391,ST32,#FF7F0E,Japan,#5E4FA2,human,#FF0000,h_stool,#E60012,None,#CCCCCC,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1812042,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-15-1-1-54,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R2-S-C-2-1-1-23,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-13-1-1-25,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R2-S-C-3-1-1-72,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-14-1-1-27,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-10-2-1-21,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-9-1-1-19,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-12-1-1-23,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R2-S-C-2-1-1-70,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
2112068,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712013,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-4-1-1-9,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-3-1-1-7,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1812024,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R3-S-C-3-1-1-38,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-LS-30-S-C-63-1-1-75,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R3-S-C-5-2-1-42,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R2-S-C-5-1-1-53,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-LS-30-S-C-6-1-1-5,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-LS-30-S-C-12-1-1-10,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R2-S-C-8-2-1-59,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1812013,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R2-S-C-6-1-1-55,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R3-S-C-1-1-1-79,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-2-2-1-84,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-1-1-1-82,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R3-S-C-3-1-1-83,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R2-S-C-4-1-1-96,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
2012053,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-12-1-1-103,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA1,#FF0080,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-10-1-1-99,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA1,#FF0080,None,#CCCCCC,None,#CCCCCC
S-FF-R2-S-C-5-1-1-98,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-4-1-1-87,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R2-S-C-2-1-2-93,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R3-S-C-2-1-1-81,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-3-1-1-85,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R2-S-C-6-1-1-100,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-48-1-1-55,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-13-1-1-105,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
2112028,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-6-1-1-91,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R3-S-C-8-1-1-93,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-3-1-1-1,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-108-1-1-134,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-11-1-1-101,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-7-1-1-93,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
1912063,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-29-1-1-27,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1812031,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1812032,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
2011146,ST32,#FF7F0E,Japan,#5E4FA2,human,#FF0000,h_stool,#E60012,None,#CCCCCC,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712015,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712012,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712014,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1812034,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1812017,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1811315,ST32,#FF7F0E,Japan,#5E4FA2,human,#FF0000,h_stool,#E60012,None,#CCCCCC,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1812060,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
2112025,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712005,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712004,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712008,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712006,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712009,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1712003,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
2212006,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
1712011,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
1712010,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
2112035,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
2212008,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R3-S-C-10-1-1-114,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14*,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
1912021,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
1712053,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
