strainID,major_serovar,serovar,serovar:colour,host,host:colour,h_material,h_material:colour,f_material,f_material:colour,a_material,a_material:colour,any_ESBL_AmpC,any_ESBL_AmpC:color,Fosfomycin_gene,Fosfomycin_gene:colour,tet_gene,tet_gene:colour,Trimethoprim_gene,Trimethoprim_gene:colour,Kanamycin_gene,Kanamycin_gene:colour,Macrolide_gene,Macrolide_gene:colour,Fosfomycin_gene_for_mosaic_fig,tet_gene_for_fig,Trimethoprim_gene_for_fig,Kanamycin_gene_for_fig
1912025,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912026,Typhimurium,Typhimurium,#00A0E9,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,"aph(3')-IIa,aph(3')-Ia",#922E23,None,#CCCCCC,,tet(A),dfrA14,"aph(3')-IIa,aph(3')-Ia"
1912027,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912028,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),,aph(3')-Ia
1912029,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC,,,,aph(3')-Ia
1912030,Enteritidis,Enteritidis,#FFF100,food,#00FF00,None,#CCCCCC,f_import chicken,#FFF100,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912031,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912032,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC,,,dfrA14,
1912033,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC,,,,aph(3')-Ia
1912034,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912035,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC,,,dfrA14,
1912036,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912037,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912038,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912039,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912040,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912041,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912042,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912043,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,,dfrA14,aph(3')-Ia
1912044,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),,aph(3')-Ia
1912045,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,,dfrA14,aph(3')-Ia
1912046,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912047,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,,dfrA14,aph(3')-Ia
1912048,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A)*,#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912049,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A)*,#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912055,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912056,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912057,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,,dfrA14,aph(3')-Ia
1912058,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912059,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912060,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912061,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_except chicken,#00561F,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912062,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,"tet(A),tet(B)",#FF0080,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,"tet(A),tet(B)",dfrA14,aph(3')-Ia
1912063,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912064,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC,,tet(A),dfrA14,
1912065,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC,,tet(A),dfrA14,
1912066,Others,Bovismorbificans,#EE87B4,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC,,tet(A),dfrA14,
1912067,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912068,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaTEM-52,#0a0a0a,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912069,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912070,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912071,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912072,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912073,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912074,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912075,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912076,Blockley,Blockley,#61C1BE,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,mph(A),#1D2088,,tet(A),,aph(3')-Ia
1912077,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912078,Others,Braenderup,#54C3F1,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912079,Others,Mbandaka,#000000,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912080,Others,Corvallis,#6C9BD2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912081,Others,Bovismorbificans,#EE87B4,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912082,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC,,tet(A),dfrA14,
1912083,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912084,Heidelberg,Heidelberg,#EF845C,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaCMY-2,#8000FF,fosA7,#00FFFF,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,fosA7,tet(A),,
1912085,Enteritidis,Enteritidis,#FFF100,food,#00FF00,None,#CCCCCC,f_except chicken,#00561F,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912086,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912087,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912088,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912089,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912090,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912091,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912092,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912093,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,"tet(A),tet(B)",#FF0080,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,"tet(A),tet(B)",dfrA14,aph(3')-Ia
1912094,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,"tet(A),tet(B)",#FF0080,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,"tet(A),tet(B)",dfrA14,aph(3')-Ia
1912095,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912096,Manhattan,Manhattan,#8FC31F,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912097,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia*,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912098,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912099,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A)*,#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912100,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,,dfrA14,aph(3')-Ia
1912101,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,tet(A),,
1912102,Others,Yovokome,#F4B4D0,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912103,Stanley,Stanley,#E4007F,food,#00FF00,None,#CCCCCC,f_except chicken,#00561F,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912104,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_unknown product-area chicken,#00ADA9,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912105,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_unknown product-area chicken,#00ADA9,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912106,Infantis,Infantis,#F39800,food,#00FF00,None,#CCCCCC,f_except chicken,#00561F,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912107,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_unknown product-area chicken,#00ADA9,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912108,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_unknown product-area chicken,#00ADA9,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912109,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_unknown product-area chicken,#00ADA9,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC,,,,aph(3')-Ia
1912110,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_unknown product-area chicken,#00ADA9,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),,aph(3')-Ia
1912111,Others,UT(other than O4),#B3B3B3,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912112,Enteritidis,Enteritidis,#FFF100,food,#00FF00,None,#CCCCCC,f_import chicken,#FFF100,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,,,,
1912113,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912114,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912115,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912116,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),,aph(3')-Ia
1912117,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912118,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912119,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912120,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),,aph(3')-Ia
1912121,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
1912122,Schwarzengrund,Schwarzengrund,#E60012,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC,,tet(A),dfrA14,aph(3')-Ia
